8764 26716
5794 1640 23
3630 4441 116
2575 2330 849
2120 509 778
3430 342 -266
8017 6365 -203
6948 1147 241
3741 677 155
4359 3032 -287
6899 1897 262
6474 2186 -861
6344 1010 646
2005 2845 853
512 4018 922
3653 919 -128
6286 3825 -476
4805 6030 42
3523 3853 740
562 4646 514
5984 4914 -235
5602 3129 -226
3708 175 -510
7458 7406 -143
763 7591 -565
532 5120 -930
4120 6356 -531
3766 5661 707
7243 5503 -737
8638 8497 -278
934 4826 141
2228 5294 -582
6107 7518 -176
8711 3432 329
5892 4493 927
5243 2111 -694
1925 6253 244
5231 3250 132
6786 7109 -270
2093 8748 -364
3896 246 552
3752 6910 591
2104 5761 -733
856 8579 975
8720 2164 5
4697 4522 155
6350 7562 -627
983 8180 384
1938 5678 -631
7271 4906 747
6564 3093 788
7988 79 464
578 779 981
2288 3735 401
4588 5743 -645
6042 2546 896
2747 2654 290
922 4560 375
4709 3178 -574
1371 1355 400
8420 4903 122
3595 831 -230
3962 3410 -455
268 4286 -135
1629 3639 547
1255 4741 -121
7772 2807 -444
3356 7018 -161
1104 5807 575
7983 8312 -356
598 8338 -79
7754 8717 -125
6851 5316 -156
7013 6000 -635
1270 523 168
6221 5993 -784
1480 2517 398
6272 178 -639
8496 1469 779
4703 8142 540
5623 1496 -288
6599 4881 315
3968 1591 631
3813 6532 302
313 3115 -831
5126 2329 -353
932 493 -351
2514 6295 -297
3838 2850 -172
5573 7078 -665
7621 7234 538
1861 2051 299
699 2365 903
8761 3866 -550
1656 2030 -652
8221 7543 -537
5577 6423 -355
943 2130 675
6395 7554 38
4907 7140 -551
7247 897 713
4957 7923 -419
4036 174 478
7553 8285 139
1824 4363 -954
5973 3947 930
2002 6246 441
296 4869 -79
8366 4506 367
2245 7645 -880
4203 4976 -778
3456 3932 998
4242 8432 -946
7069 7403 -718
4902 5939 -690
8547 6514 91
4135 8144 427
1863 7185 135
6514 8278 881
6325 5480 74
7814 2511 518
4039 317 -523
4416 6628 -748
4909 7535 258
4497 7297 133
1315 1395 74
6783 3697 -575
4066 2809 207
2312 1176 349
3937 3458 313
2236 6377 581
8362 8610 -947
6012 5840 435
4586 6717 494
2071 5080 492
6982 7305 733
3468 2521 301
435 6259 -691
2463 6699 -114
1908 5418 134
5996 4481 137
5076 21 74
3219 2534 686
7511 6948 58
8624 856 93
751 1481 171
3745 4436 -727
7729 3436 555
1397 192 -77
6668 8599 59
3753 1784 341
8710 1984 -117
8148 3381 -193
7592 6547 946
1081 6870 291
3112 4002 -358
2156 4846 28
6484 2233 885
5129 3660 -563
4531 1850 739
6185 4747 219
8741 5664 350
634 2644 -260
1652 6639 207
4616 5204 -55
537 4740 903
2092 5296 164
353 1741 -93
4850 6517 852
5539 8039 -285
1591 245 -64
2901 4893 -988
6882 6665 -819
6001 2184 -751
8289 7897 687
8361 310 -494
4339 2980 -412
838 8554 467
1020 2865 770
4684 3907 626
2607 339 -395
2552 6890 -729
69 2276 -762
8402 5799 40
6774 463 643
8759 4809 -538
3418 4906 208
6191 7297 -815
3955 2403 -376
3448 6927 -615
5518 5164 -47
6265 6977 -757
8655 5982 347
4155 6736 358
7023 2158 290
2772 6927 60
8513 7906 677
7319 4281 -230
7090 574 -286
6820 7305 -207
1856 5067 773
3493 6519 -662
4771 7390 -785
675 2740 588
7451 245 -92
1695 3525 -588
4828 3925 714
8124 3615 -994
4683 1016 284
948 1922 -522
5385 2840 -223
7526 5761 -494
1711 445 33
6388 3203 431
7419 2600 -342
2087 6754 -232
2393 544 -896
1568 5018 -376
1127 67 218
4861 7863 794
2071 8013 -229
3982 5126 -86
6877 706 -122
6483 8741 709
2288 8465 -860
8112 5043 -759
1691 6098 5
7850 6666 960
2840 1187 -715
717 1454 853
2317 3107 -633
8368 7002 -167
4699 5582 -455
5000 3375 -873
8155 8093 -654
5153 6635 770
2978 601 360
2407 4333 483
2655 2282 -838
3769 5133 -769
351 60 643
4020 840 414
7019 5995 -502
5328 4873 501
817 540 -511
595 6348 414
465 3186 -56
3189 5321 -518
1731 7438 27
1285 3945 -130
7753 3663 -767
3159 3690 107
1380 212 -778
6911 688 -862
3811 8123 98
6638 3247 -114
5707 7382 -354
451 4811 -209
3711 3734 -729
4838 7048 -659
2885 4998 -503
4584 26 -77
7848 2738 -240
6349 5894 99
5256 2550 247
3929 3246 -347
5182 3577 676
6488 1520 169
5171 8600 293
6375 6749 -506
8644 8155 27
1650 7673 -368
106 7050 -522
4088 1055 -804
2957 4691 887
3608 5435 585
8178 2565 731
3477 7555 444
6979 3998 647
8357 5763 508
8421 8717 -814
4697 6862 -558
7080 4769 -707
2349 4122 -129
1011 345 -888
8388 2411 -16
7144 1264 -445
5873 5141 -254
2212 559 310
5159 1215 -638
8238 2949 258
1063 7600 94
2166 1997 -49
102 646 -165
1756 1111 -55
3358 20 -292
3153 5460 894
5541 4342 -777
7817 6091 596
3033 1018 -254
6039 1901 -137
4911 7901 769
3145 3937 -580
5517 4801 266
2152 6156 72
2088 5503 -945
6378 4689 -851
3566 1428 -137
5540 4524 432
2291 3683 564
2745 96 -780
4372 3960 -975
3283 4557 -909
7577 3436 -755
6246 5187 769
3582 2630 -413
3704 2138 369
8119 5669 67
5635 7860 781
2091 4903 10
1455 8479 -653
4006 4832 -458
940 7016 -299
7813 4738 -480
4342 5575 -391
4591 5145 961
6914 5433 -281
3204 486 525
6532 2390 -672
2648 4125 -67
2511 4914 -530
4785 5082 -995
1859 2509 335
6913 2847 280
4335 88 -417
2165 5139 -35
2284 7334 572
5685 7341 -657
3373 996 615
6175 7199 -606
6354 3139 735
5632 360 -379
5082 6496 -242
1312 1336 377
3548 7037 -345
7100 4792 -753
7148 4360 -512
1781 1192 516
6010 6990 44
8473 5191 947
1979 7336 551
8105 2916 956
7522 8412 -688
5165 723 644
7415 3162 -830
4516 3774 690
7686 1555 204
696 7058 -887
6007 2251 -798
2441 4111 567
4478 1868 422
7834 1090 931
6259 449 822
1546 2499 146
2860 4673 840
1933 2303 -952
2172 7402 -338
7892 665 568
738 6558 202
860 6559 412
8536 8679 16
4359 285 317
7844 3650 901
4257 2732 865
8704 3042 -475
2790 1736 -654
562 1288 -434
2688 2487 -404
229 8404 141
3474 5348 703
101 2274 960
7070 4414 -718
2916 5448 491
6816 2901 98
7160 5433 -485
1986 1383 -322
4232 4716 128
979 1889 492
8736 6217 577
4921 5880 -638
5475 4708 283
1220 4615 492
6687 1542 615
1667 2309 -599
8738 5572 805
7971 5044 873
3515 3148 -394
538 5188 -42
3958 1402 481
8028 2427 553
2495 7295 -425
4726 3017 -524
2296 5950 677
6768 8583 -722
6413 6363 502
4661 2711 244
8707 3138 -91
5372 7671 931
5558 2152 -592
7371 2352 -398
6232 7786 59
2423 1251 -467
4783 4588 -407
1926 1695 835
7285 1736 934
8004 1418 -594
3350 4224 -952
6450 48 120
2819 965 905
1453 8451 548
4528 6365 -865
7119 3677 663
2199 3409 286
3574 2842 -151
2079 1646 152
6639 5816 575
7661 1952 -916
1435 2659 -530
16 3393 -37
6803 2224 440
2414 1255 -293
7823 5354 -612
4827 2962 461
7623 5473 -569
1250 1759 76
8190 3949 362
7106 7075 -580
3719 3051 413
8189 1539 560
6963 6469 918
787 3628 912
7286 4553 -518
719 6267 754
5713 8704 -605
7818 6971 427
6946 1392 -514
6927 4513 633
7857 493 -59
4799 4487 834
3692 2852 559
6196 4660 -52
5379 313 -564
2520 7521 -440
4178 5659 -357
7510 4204 947
5720 939 136
8643 5949 -395
5979 5769 -973
3948 4815 -28
4005 4708 91
3963 2413 -883
4431 4896 65
3785 1250 524
6441 4809 -406
4719 5605 -839
6634 1966 796
8625 5139 -571
1023 7868 -977
3343 4279 335
6106 512 -820
8023 5201 -445
4669 8075 659
1390 3351 -658
808 2634 -890
4148 5233 -318
4317 3624 971
3290 306 -156
2949 3520 -694
2511 3337 -813
7945 1194 69
1369 596 559
4092 7272 -835
7256 924 -392
6661 4939 -531
3364 649 670
4438 6940 -318
1967 1511 989
4944 2480 384
7664 4832 -473
6667 3757 353
155 2227 182
754 7606 -618
6407 3627 -324
358 5856 247
7268 2724 180
5593 349 996
3439 5788 -792
2972 8640 588
3439 2485 721
6108 825 203
306 6608 -97
3978 2601 -272
8394 7350 779
1324 5218 487
552 7011 310
6681 240 467
625 4562 -784
6724 5710 -705
698 7566 663
2474 6328 778
160 513 286
895 2077 -662
4904 4542 263
3970 8231 234
2964 4015 826
2210 2379 -802
7693 739 -950
8317 4416 850
3809 4509 440
789 1832 -336
7468 488 -474
6690 3429 553
7471 930 220
2386 3010 -609
6414 7407 -129
2338 1534 768
3880 4298 -261
8275 5812 167
7641 5951 -986
3519 6156 -755
4501 2132 -536
2378 2329 -4
4766 5956 700
5185 708 -213
3232 1639 221
6587 885 752
8060 5723 -349
5127 5443 894
3344 3307 676
7935 8491 746
7885 2919 -199
4768 3197 -537
3752 3097 -74
6184 890 -278
899 7574 -358
113 7314 -87
3492 8304 452
145 2932 -339
1109 5620 931
4669 2207 294
6895 5660 850
1072 6435 -530
7508 7256 988
8491 7829 725
1199 2122 -53
3090 8445 -591
4091 3128 -984
1092 8656 76
7645 4062 -37
2730 6515 -300
5262 2097 -975
7843 8474 -254
4932 1928 676
2909 3388 -705
3084 5045 823
7460 7770 -596
1679 7112 -8
4044 1408 -932
2003 4627 -693
5815 5403 484
8542 3358 221
6915 5045 74
2977 1644 -925
6621 1873 717
3983 2759 365
6463 4171 -574
904 3999 -430
3585 1160 255
8655 6573 -745
6038 6240 -425
3306 2987 701
2897 4558 300
2657 4614 246
3660 6804 -816
753 3820 277
8178 1523 292
1480 469 516
6465 7206 127
2493 2923 392
5889 7584 392
3392 4663 615
1149 2455 -883
4843 2025 839
5008 50 -421
1100 1542 -257
3490 432 964
6508 6339 -145
410 1965 757
5574 5214 885
466 7519 297
7872 1900 162
8062 1853 -582
4729 8299 -451
4568 1527 -598
6916 4844 -188
5964 5292 -773
5390 4760 814
4662 4721 751
2841 7722 548
5330 7461 -750
2116 705 -39
2951 7410 683
3251 7084 -289
1578 4344 -491
6626 2278 808
6634 2327 381
8657 3502 -973
732 2658 -863
4145 3973 76
4256 7778 681
6386 4373 38
3195 5458 -581
2848 33 28
3544 3959 542
380 2824 -377
1989 3868 -918
5276 2012 -484
450 7505 692
680 7963 363
6271 2977 -661
3001 120 -207
4096 467 -200
4907 6635 359
2848 5013 700
7849 2676 -696
4499 4109 -936
3818 1817 878
2420 3606 165
4083 3565 -932
4886 4033 251
4576 3098 -498
221 959 329
6212 8489 620
1705 1640 -49
7437 2604 -317
692 1797 -37
4074 3073 196
6016 6969 -518
4121 7249 201
375 8625 463
3110 2954 281
6288 5943 21
730 6313 199
5452 5552 188
3686 3547 376
2778 1505 -352
6903 5287 695
2948 1670 -99
5328 6980 -333
6087 5470 308
2563 212 572
5495 1130 -707
6759 6247 -752
6469 8043 948
7219 5529 -907
5404 2054 -935
494 6496 -685
1108 4579 -375
4462 5734 478
2495 7710 243
2792 2025 781
2350 627 -337
2373 7477 -532
7905 4216 -439
2254 8735 -960
7500 6985 551
4374 3889 -350
8670 5049 339
8315 5304 -265
155 8107 535
5212 3982 -785
1141 6885 -718
4533 497 372
354 6455 606
794 8520 518
5 3413 56
6003 8353 841
3710 8244 -532
1354 7957 -569
1415 2039 259
8740 3721 445
8318 1276 -811
5362 979 -381
973 2079 564
865 3958 -757
1400 6075 537
4400 6989 -990
6022 8076 -527
7020 8535 -840
8273 580 574
1611 933 702
8185 223 881
3875 3321 -379
4768 5974 241
5522 6990 -564
6894 5322 -107
7170 4989 50
8347 6739 421
4042 4619 -198
4004 6689 428
6206 2258 875
3722 3223 -458
5452 6145 -811
1305 18 36
5212 3880 275
264 4623 -63
3627 7502 -526
6823 5070 -599
243 5033 873
2248 2348 172
807 5570 -188
6543 2833 -905
7018 7687 -46
6611 6711 -161
4504 817 -243
1882 6712 575
465 7329 -567
8441 6253 -457
4209 1168 -901
341 6419 -905
3055 7320 288
2294 2711 573
7033 4226 -944
3438 4576 -193
3588 3294 874
2043 7030 216
7125 1443 897
3011 5539 754
7211 2857 478
4556 7031 -490
8038 8134 -111
2600 5276 658
4025 3665 82
5782 4232 -663
7800 193 -211
753 5599 177
8761 7937 -672
1936 4484 -588
25 2361 -545
8644 3841 -224
2731 7905 -798
138 7666 121
4510 8682 225
8076 204 482
2419 4241 -972
7194 1336 -904
7233 5182 -898
482 301 442
5799 7117 923
7067 3422 136
5480 3333 1
1258 4616 -847
3685 6917 -100
7757 263 -532
6748 2681 774
7764 4476 -455
7975 5829 -835
6702 7173 839
2640 5281 860
2279 318 -39
4220 6534 -320
3579 6002 -741
3259 6256 -315
4292 2093 -454
247 5361 600
7113 3152 346
5679 3291 723
2529 1774 -270
8147 1073 -459
6571 3066 -854
4699 4946 -989
7908 3460 657
4546 639 -388
5739 1653 -135
7531 4314 561
163 8019 32
109 7711 -752
4811 3661 824
6745 4477 104
7518 2335 -470
6132 6201 -31
2310 5682 403
7454 2525 656
2305 3101 505
2934 7165 -569
2603 7247 -783
5484 5936 -36
3234 5173 415
3897 8187 651
5849 1732 -191
1246 1896 55
7350 1134 -90
8726 4334 -592
5306 5734 597
3267 7979 830
3545 1547 50
458 588 853
121 6456 855
8372 5265 592
1433 509 184
8662 7619 -312
4449 6896 -8
3251 2072 -861
5 8371 408
505 2118 -767
3517 5862 -229
1008 4639 684
860 8283 -254
1921 5520 -753
7713 6139 -989
4612 4436 -795
887 8103 -121
7177 2363 717
793 6635 166
8386 2786 -493
6192 3577 747
1244 5747 633
1402 6152 -95
861 30 -424
3029 8274 47
5095 5747 -870
387 6519 32
1651 4773 -119
7069 8490 -17
4435 7307 651
7408 1255 167
1887 1548 -698
2746 7404 920
6120 1628 -445
7073 2909 -758
6403 5592 -876
484 5234 -935
4728 4530 -422
4063 7475 452
7943 720 115
3276 4866 -469
1502 2282 954
8033 7189 -881
1536 1474 -482
4588 3578 982
6081 6971 581
6334 84 -733
1059 5575 -162
4851 1050 -679
1513 5823 985
7376 7351 299
6054 3048 -535
6383 7157 530
8352 3820 -191
8258 1128 -80
5015 613 -501
7849 1645 -66
5622 7838 290
2959 104 -760
5264 6962 -677
2907 5080 -153
2688 6877 88
2872 3337 -863
1547 1348 957
2763 4435 861
510 81 681
1407 6931 391
3371 2886 825
8621 6818 -499
5160 7372 19
5419 5331 -961
2072 1660 -135
8352 3347 429
7283 6611 884
4494 8712 -82
7576 6127 501
115 6871 678
4037 3740 -34
8508 301 -839
7945 5916 158
1316 2801 -605
8373 1767 -132
5055 3046 1000
4654 2739 655
7855 5030 505
6242 4109 -604
7991 783 -555
6787 3243 -78
5798 2214 -231
7211 1087 -427
4222 485 232
6391 6462 -88
6127 7001 -237
4889 2769 -200
3110 3377 970
1552 7833 257
7490 3091 450
6032 2063 26
6374 2043 955
3899 6682 338
956 5184 -8
6654 7093 -247
4045 1332 360
4681 5189 76
670 802 95
1354 3923 -66
4571 7628 -33
4095 7294 -264
5629 6308 -295
6899 7377 -403
6442 4313 567
3471 3253 -705
564 67 -296
8485 5145 100
6508 729 635
3186 7703 73
5939 5613 511
6362 8013 -863
2895 5029 943
3798 4384 430
5878 8503 -346
1474 6595 -892
1347 2560 -849
7415 4446 -412
1554 8719 843
2326 3733 -313
2698 7947 -869
6369 2442 355
5577 1905 -293
5804 8003 -212
382 699 -24
840 6832 -733
7571 7054 4
4757 2939 -359
3212 7637 -938
5938 4085 846
3724 172 707
4670 1308 379
5418 1557 337
2588 6064 893
1060 2162 706
2572 7286 -452
8364 2623 -852
6483 4670 546
7310 6686 335
6110 1778 897
2409 5260 701
1043 4971 -671
3671 6486 -966
6293 8752 499
168 6807 -749
2261 2825 -4
6637 555 -938
7686 2062 35
7178 5900 -75
8431 4231 -329
6963 3393 -966
1916 1226 -296
4166 2377 592
1550 1664 -166
7472 8438 863
3876 4879 582
3267 1943 339
2584 1148 899
1157 3780 -812
7956 3743 -239
7887 2646 -373
5025 1888 2
1067 5502 -688
841 774 -643
2312 3598 449
210 781 787
4648 4846 329
6736 7104 -513
70 3816 -633
7402 5614 491
4659 2546 -551
7679 224 143
7216 2516 -105
4962 4590 432
7484 6935 -210
726 8699 92
8712 6001 86
1590 3968 986
4407 2798 -809
4224 1328 927
757 2653 860
3609 3668 110
1365 5291 -535
7938 590 -785
7754 4417 -560
7877 2746 221
8491 2944 -697
2041 2918 -668
2944 826 205
3420 4505 77
5123 5519 904
1058 1261 -1000
3617 5022 -140
1384 2207 541
5730 7448 -556
4067 8699 -250
8280 4538 260
6040 1424 749
4132 1659 63
2900 6494 -455
3444 4561 292
4940 1196 -24
1738 2222 951
7541 159 -28
3693 581 -711
7444 4947 744
4944 5242 816
1690 6909 823
1754 8103 494
2754 1043 -607
1778 6968 -505
7605 5182 -357
5558 4238 -8
7897 7031 381
7326 8162 -484
6194 6884 499
8299 2722 28
6465 1960 -513
3718 5803 -398
1686 2194 814
6142 3446 -716
3851 2554 -116
2463 7996 962
6111 7371 -42
2277 3446 25
3942 3209 452
5641 2754 -336
5716 86 -472
7393 8530 -325
5915 7228 -222
7961 2116 122
4265 8473 -145
4159 7299 744
764 1987 -870
4627 3187 635
2526 5477 -760
7775 3135 -580
6157 5120 -291
4797 335 641
3983 7639 -968
8410 516 590
6031 700 -28
3367 302 -12
4055 198 695
5312 3802 487
4949 6135 399
2088 8595 433
1981 4722 794
4846 3188 264
4441 2498 263
1231 1571 -976
5776 6612 775
6424 6836 258
4822 1128 919
3746 4428 275
7279 2432 685
2150 5978 -367
8241 7781 430
748 3332 -495
4904 8047 188
4131 4058 -237
6171 7769 -838
3758 7061 -500
5549 8262 -690
4920 6203 981
6886 197 826
7575 8101 280
5410 177 -984
7445 1688 -404
7454 7433 -944
107 3489 277
8346 7517 -636
973 698 629
4889 2697 -831
2062 3286 -194
2773 3728 -462
1812 7643 -282
6922 366 -968
2063 6606 809
7791 5179 714
398 3394 451
3545 6330 -704
7068 3207 -822
2642 2721 -697
872 8116 0
2217 2706 -783
8601 8458 609
6545 5900 202
7865 891 -36
3997 7155 -766
3566 4323 -797
3425 2602 -64
5211 602 664
2926 2428 -558
6244 7144 -291
7463 1702 7
5504 7936 698
2213 1265 -89
6924 4786 540
2851 1242 -232
7302 3010 -233
5613 8745 -446
4786 3472 958
2137 8708 798
4027 3577 -737
4269 7980 -935
272 3487 -426
2085 4506 -871
836 2960 -691
643 3880 -604
3889 4664 -851
6927 59 585
937 120 801
7368 1074 -413
7547 8423 673
3157 3607 167
8258 8663 -312
6524 3453 -313
3045 3112 16
5532 3950 -833
2577 6597 336
3524 4268 -699
4461 6810 -205
1514 6808 -701
5515 3229 486
4520 1856 -717
351 5169 -713
6253 2194 867
310 6165 -107
5357 511 993
1727 4072 -573
4641 8474 573
7161 5273 -361
3213 1129 -16
941 4407 350
852 5147 -138
6299 6929 -429
188 2867 599
2522 3392 267
290 5245 972
6464 2287 -653
3040 2468 744
7988 2324 926
4163 6407 504
4684 403 17
28 1560 736
3271 1141 -883
6364 738 -204
908 1651 539
4454 7583 -984
6116 2963 -868
3650 2813 109
1750 3254 127
2738 1430 430
2603 8350 -70
3978 6993 -363
3213 2067 466
7949 1049 -837
2238 4745 -735
1757 5208 -845
6630 6457 145
2083 6308 -247
7926 6764 -623
53 3687 -579
3169 2843 950
3667 605 -661
3022 4947 -265
6873 6515 702
5830 212 -1000
1130 5449 -742
2008 5989 -880
4139 7057 907
6426 4801 -155
6229 257 499
8399 7690 -676
223 8274 -526
2328 6233 544
6000 4734 113
5137 5948 162
8076 4171 -635
3820 6533 300
3626 2436 -664
4917 4526 -380
1741 42 -649
3909 1687 -279
5912 3883 -334
4322 7589 977
8045 8305 250
7342 7248 603
4106 5468 79
1722 4456 -638
7532 5435 888
107 3124 -547
591 343 685
1698 6598 151
1859 5287 -85
198 7208 494
351 2319 449
1609 1542 922
7065 4539 815
450 6588 -713
1709 6244 56
5309 7917 -65
8282 3184 387
8161 2194 643
3401 561 -156
7857 8143 175
1824 98 -143
6355 8640 -913
2909 8126 -330
5397 5813 -884
493 561 -711
1982 5180 -826
6833 2667 333
2479 1033 -500
1586 3658 749
7086 7918 -312
5853 7273 -179
376 1509 -955
1304 5020 759
7631 5297 -315
2867 8608 941
495 7200 703
5449 4837 72
1811 4450 -471
152 5928 811
1870 8505 -308
5876 8537 -655
1370 7258 917
6554 703 114
4603 6132 -518
8192 3884 -604
670 557 -151
4349 4223 453
8411 2806 584
6058 4343 -986
4571 8716 94
6403 5767 -579
3915 7105 762
4681 5932 12
983 4112 -764
2635 6348 425
1473 8114 115
1488 3694 933
3722 6694 -262
7190 8365 74
4108 5992 -329
4478 1106 405
2090 3815 959
184 5745 -618
7468 6965 -591
3453 7056 -466
3616 7198 -903
5581 2152 -459
6460 5523 356
8353 7874 -115
473 8309 192
8422 6242 936
978 7965 -502
8250 3312 -975
1272 4459 -200
7180 7978 129
5087 7897 -256
2950 769 886
6008 8760 -620
167 2656 -442
4114 2271 -321
1621 7023 259
3147 5920 -423
7941 3947 352
111 657 -35
7611 1763 -468
662 4839 383
8225 93 929
8413 7703 450
4884 4234 476
8030 5010 864
6534 3285 -313
8284 4108 543
3661 8321 818
7243 5990 85
4739 1416 77
6522 3838 -972
5975 5998 861
5647 6357 975
3247 2198 -191
5238 8680 -772
5723 8419 -964
5942 7338 265
2759 2950 467
8179 5164 322
4057 6917 266
7844 2598 228
5558 705 6
5930 5319 19
5823 2289 501
169 7803 -900
3852 2967 -860
435 4368 -29
6576 3568 573
7025 1992 739
2621 6049 -686
7133 8085 783
3313 8532 -75
41 3398 -646
7920 6150 142
6759 7205 -815
7792 2943 38
1755 1130 -992
1061 4921 417
1253 1224 -508
5987 5460 187
6325 6848 707
4864 6419 425
1565 7607 216
8704 6747 916
3113 832 678
2590 6314 289
585 3583 15
2116 4336 470
2114 6740 -583
6849 1386 -196
7512 2238 442
5304 2983 985
4956 954 885
417 4747 -282
2422 3887 939
3841 6949 587
5444 4320 750
8549 5926 740
821 7011 -146
5132 5485 -12
4113 7960 -793
4370 6125 -914
3989 8660 -677
1359 8723 -618
3249 206 -32
1287 4101 647
5345 4964 -407
3363 4698 283
210 8708 -474
3321 2061 904
8145 4767 -879
7339 4129 153
527 880 113
1244 5313 870
1759 1055 945
5545 4221 -16
4384 7916 925
893 3628 345
8670 6320 -690
284 4345 616
2605 2812 452
7418 6999 141
8275 4491 -976
7976 3136 223
2846 5365 -199
7522 1667 -582
8103 19 960
6642 4885 970
8172 3059 -352
5812 1078 -595
1061 2191 -434
201 2531 511
3384 8381 112
5215 7351 -2
2019 6791 433
3239 8395 -122
3690 6487 -90
4945 944 -574
2794 4931 -565
8499 3651 -547
3643 4215 -242
5991 405 -986
201 2169 945
4983 1894 499
8018 2098 -884
7968 7557 946
2346 2240 942
3093 8677 -973
3339 8043 -335
3656 2431 -213
2214 1339 -694
8668 6528 181
3527 2579 312
3617 1166 617
5004 6729 -298
6993 7673 573
3524 5289 -84
4551 4557 -2
8063 7803 -558
6526 5125 119
61 5344 -211
6548 3946 -593
6991 5689 129
6314 1799 334
1811 4786 41
7945 5231 200
6229 1133 -253
7491 1230 134
1003 8454 739
4433 823 871
7791 4717 302
5102 3015 101
6367 4448 801
241 1250 -697
7808 2216 -709
1530 1185 -259
3595 8495 92
4804 3528 -175
2685 1720 473
7313 6130 -622
1479 2836 -452
7235 4884 734
2021 345 -997
5445 1435 -242
6045 2714 -156
7165 5210 14
6134 3739 801
893 8353 543
7015 7079 -39
6985 3404 322
7019 5468 732
2816 2744 -503
250 3067 204
4282 2793 -470
7329 1149 281
3477 6646 -269
338 7185 980
4970 5581 -174
3092 1432 685
2150 621 -243
8091 6823 -737
2860 6767 -392
7195 5237 -268
4951 2902 199
1485 223 -771
4191 5438 -652
6103 6400 -977
3658 4699 790
5403 6754 514
7629 3347 -455
6524 4844 -30
6013 4850 816
4591 5751 -926
3017 6713 -815
8180 7631 748
1215 4877 -317
5209 4160 -667
2730 888 979
5528 2808 941
1819 4727 267
5930 1966 869
8723 5208 -104
3488 6297 566
7929 7834 -699
7489 6753 549
5252 5365 579
4131 4041 378
4879 4318 318
6970 1523 -689
2665 7936 -511
3943 2625 78
7719 4289 -992
6685 4332 748
5061 650 650
6915 8624 -337
5744 3802 -779
504 8535 -473
5874 8756 -353
683 126 -56
7637 6955 -543
5360 1086 -274
1281 7067 -170
4361 6883 609
4923 5214 836
2158 6738 956
1705 6225 843
3416 6468 -340
2096 916 -406
2798 6627 -239
8281 1067 -433
2450 7550 301
2380 7436 -356
7382 814 567
5301 8285 370
7100 5200 281
6427 1234 -252
3435 7156 -41
8233 7949 724
5413 511 -336
4053 2245 949
7538 7379 135
1431 4732 306
3705 6741 -123
8126 7192 -360
3302 7791 199
7724 4852 420
5879 2413 -31
2913 4248 -537
6649 4724 -852
4460 2033 -722
5770 6025 717
791 1907 982
6800 6213 -357
7792 5092 -307
1381 2800 902
3427 3700 702
3682 2282 -580
1729 5322 883
7744 3434 828
3040 5148 433
7040 2188 -647
957 8674 -269
8589 4778 -583
2260 5536 -569
2994 2302 616
8289 1297 778
3709 3589 -509
7429 4857 757
3953 7826 -278
3546 282 499
2057 5161 729
1344 2199 905
6565 8424 464
10 4742 -374
5683 7418 -946
4500 4667 654
1938 3505 653
6157 2832 -140
915 4715 -462
6077 38 485
4576 6521 514
1978 8672 192
5748 6767 160
2798 6965 -617
502 6943 -773
2354 7506 -42
5047 2596 -900
2378 1116 -827
7564 2179 -497
3739 6476 -340
5842 3708 -974
4839 8586 174
25 3463 741
5440 7840 314
1494 6734 -60
4755 7804 -939
57 594 -953
4529 2195 468
6799 6872 314
6203 132 -338
1945 7423 78
2018 2020 229
3862 5477 849
200 5279 -775
5319 1650 -46
6375 3192 -905
6562 8045 -970
8723 2798 -27
3967 863 473
403 619 -18
3715 2643 863
8103 2063 -893
4551 8064 -419
1517 7257 195
1848 6818 518
2242 1804 -496
7533 6059 -536
2375 8138 281
2531 4660 642
8430 5308 -439
8493 7631 523
3987 1129 949
4598 1354 926
5228 4601 687
2451 1662 487
472 1346 -634
2365 1844 15
7841 3688 -470
8670 6116 529
3317 403 253
3123 1405 414
5186 8269 -591
342 5204 119
4900 5486 -305
3395 6606 -722
696 4716 498
2824 7702 -958
7521 4378 284
4477 8272 740
6782 8224 441
8235 8486 -703
6924 611 563
5719 4571 342
8592 3858 667
4839 1083 847
7601 417 -385
7686 4902 614
2163 6156 -555
6986 5216 562
6815 792 992
4843 7508 -892
5881 2117 -290
5955 5645 743
1067 3524 -881
2240 4005 -620
5677 3071 -161
4372 8100 -218
2301 6898 -645
4153 5253 218
885 4961 -568
8333 1904 -437
7935 3599 -284
8171 7951 -361
7735 8123 908
4448 30 544
6837 5619 357
8721 1610 -254
1382 8606 -61
3758 6319 -87
7583 6408 -128
5729 2724 645
1990 4643 -218
8647 276 75
2549 6486 719
6484 8746 -826
5214 282 345
6702 6064 -238
8145 2966 -517
8676 5204 812
6622 1376 -599
318 4208 977
5186 5259 -742
8377 1222 350
6926 8714 632
5189 4628 340
5562 5623 -94
8485 221 -226
3474 7642 962
4816 2205 936
3107 8557 -927
1254 898 -315
271 2342 -719
6678 2636 -698
7353 895 -263
811 8750 -570
3512 7793 275
701 3947 -878
1224 7713 93
7520 7588 -91
4718 5944 333
2675 6491 680
2548 3860 345
7697 23 -186
7945 2860 652
2735 4833 -627
3227 107 -803
8153 6157 405
3165 7471 -920
2010 5525 -792
7214 6910 -979
6164 2197 898
8238 2265 -496
6387 7474 -259
1316 961 -526
6028 3077 84
7938 6521 -747
6341 7429 -533
8538 5348 -739
3524 7237 -749
6829 7295 -305
3547 7768 375
3648 6631 -901
2034 2120 662
6442 1045 -88
