1000 2764
391 95 786
283 116 385
662 712 554
838 938 712
537 293 635
788 377 624
849 395 780
895 203 135
300 998 72
281 113 409
696 680 138
136 530 421
821 363 642
432 309 844
266 971 658
257 156 542
432 21 240
595 642 346
503 908 506
184 737 918
859 994 664
172 103 275
400 280 775
854 842 386
154 509 24
419 205 110
584 959 84
178 18 67
905 304 253
906 619 618
378 205 910
512 745 946
186 957 602
381 892 549
379 370 757
983 97 795
580 710 726
270 554 369
648 983 755
383 133 396
169 498 913
421 363 676
784 694 109
714 867 474
327 514 216
421 970 23
315 17 974
409 190 521
803 914 961
668 511 509
94 808 650
195 349 426
898 118 515
154 740 479
580 587 167
184 274 224
394 215 395
541 640 778
897 440 343
667 114 147
889 427 40
162 902 769
558 891 940
200 274 163
79 832 724
395 4 315
19 187 838
98 482 889
417 415 950
412 914 980
295 348 847
975 773 962
598 647 224
86 189 789
671 492 2
293 317 576
673 892 129
956 275 699
14 482 917
805 747 654
746 412 842
203 556 924
944 733 447
600 395 579
997 215 191
53 249 210
577 485 145
1000 490 851
514 116 18
208 904 584
771 753 353
674 709 895
658 409 10
777 241 521
161 213 246
995 25 458
594 975 482
338 662 135
523 209 550
956 842 328
443 556 3
535 230 895
584 613 760
869 35 285
177 821 11
132 659 895
686 537 733
945 423 549
901 341 813
6 329 771
84 281 995
976 494 600
886 576 722
791 700 802
564 556 302
309 128 486
658 864 418
693 953 408
197 801 489
64 799 270
586 493 814
80 62 661
322 81 985
374 427 798
263 760 510
774 614 301
709 259 30
452 407 464
947 901 134
99 581 143
608 968 181
644 92 840
610 848 896
3 269 368
583 234 500
150 781 833
510 885 344
859 555 269
521 987 964
217 178 714
97 389 274
977 749 515
99 813 630
501 382 664
154 859 580
398 959 822
173 583 295
814 550 420
156 781 355
369 367 937
259 711 75
287 89 20
769 346 422
963 398 691
442 413 653
337 28 488
9 57 227
45 901 612
516 916 11
863 487 911
396 553 512
175 654 932
992 584 23
12 272 212
900 829 467
722 206 375
93 439 935
357 312 176
284 820 691
877 116 98
182 113 524
481 966 449
673 977 765
866 921 803
761 461 260
154 286 892
187 694 487
422 164 970
7 35 899
931 223 641
317 609 686
60 877 552
835 690 201
506 537 552
737 328 303
25 229 748
408 199 584
256 216 170
363 263 420
446 1 216
869 812 149
550 121 553
751 150 208
263 791 547
851 469 831
55 721 536
494 582 978
522 762 477
577 633 181
874 903 267
939 528 276
731 394 382
902 500 199
884 798 824
603 626 814
866 821 728
781 142 746
356 567 613
985 578 149
151 178 495
333 17 146
417 589 300
794 978 851
658 350 922
207 659 969
692 962 445
873 742 690
966 465 190
405 122 290
721 434 516
327 471 95
727 769 642
310 870 523
199 523 770
410 280 915
20 312 305
422 133 447
172 9 699
961 513 226
951 925 406
133 163 845
134 258 98
669 910 324
120 400 125
99 203 304
575 312 849
626 900 449
996 111 789
930 531 193
362 763 216
115 305 982
717 395 980
347 435 428
999 91 681
925 157 850
239 595 783
486 988 532
30 539 20
403 838 693
787 900 37
265 454 553
593 248 874
875 707 487
936 716 961
108 530 773
399 284 218
681 11 151
282 20 511
546 181 932
808 34 75
82 292 977
549 1000 488
880 255 162
822 977 513
334 206 467
674 919 478
526 434 4
778 191 202
572 228 670
729 711 189
472 848 21
492 268 222
760 935 238
572 258 678
219 383 344
128 993 538
537 972 359
495 17 243
654 878 28
665 345 124
196 818 932
525 24 190
893 313 184
655 907 500
52 224 211
29 416 539
3 770 638
751 647 960
315 806 212
456 189 360
713 397 488
681 916 975
736 25 542
444 209 260
71 928 346
22 624 557
730 310 833
578 292 434
265 455 453
345 247 277
404 970 422
787 218 600
687 662 396
829 722 336
319 807 697
663 320 247
214 982 9
731 59 606
94 163 277
338 394 736
489 314 994
8 955 997
361 113 871
297 689 540
344 644 175
829 344 862
277 177 391
167 786 242
534 820 206
340 928 521
425 996 151
584 412 403
62 859 710
74 892 675
872 470 418
113 419 969
193 187 314
614 511 286
238 587 780
300 985 470
553 611 966
711 328 99
619 423 642
568 258 996
320 149 565
932 789 107
906 854 957
937 988 617
461 617 673
198 76 441
677 409 534
18 403 129
966 898 645
539 993 110
969 322 935
34 882 245
520 225 341
9 295 700
603 834 493
336 794 661
537 672 541
342 929 594
930 148 459
129 750 749
748 245 198
793 446 153
897 592 802
481 381 659
658 809 363
518 359 193
390 337 314
369 544 324
730 242 824
981 51 958
349 907 792
160 38 13
336 202 742
127 297 337
673 960 613
761 861 535
525 709 565
77 485 794
25 306 157
583 197 517
832 461 929
503 331 780
118 827 711
725 687 122
354 937 895
210 356 745
889 808 532
509 581 796
67 804 56
159 467 13
988 503 421
25 311 133
837 708 607
644 931 818
901 652 141
741 239 651
573 770 227
400 33 460
731 392 290
821 406 73
685 814 224
860 556 577
822 846 363
193 473 71
570 930 967
894 102 442
534 900 442
240 47 412
106 19 620
726 779 797
620 513 37
4 97 899
167 10 995
753 227 948
435 688 458
410 622 751
728 268 308
615 963 948
418 207 540
606 809 80
378 504 988
586 250 420
53 943 44
127 255 569
677 815 112
551 318 247
486 807 71
608 823 890
683 71 308
393 305 765
401 433 497
287 394 945
892 183 188
483 439 944
828 979 726
402 412 8
761 910 162
920 441 715
498 915 589
765 328 169
