19
820 813
424 117 972
138 759 187
97 572 -429
387 778 59
778 11 755
135 429 -248
766 264 871
729 656 766
404 91 989
216 379 32
349 291 90
393 621 693
895 709 432
638 307 118
389 530 -727
4 678 -907
309 745 122
713 440 292
701 331 111
118 184 -72
237 169 -609
642 329 446
745 818 -58
360 691 -87
107 173 -29
95 279 392
782 898 10
900 166 722
690 453 -960
250 239 -58
803 645 279
468 290 343
379 107 -575
256 563 134
251 691 694
711 213 225
311 42 91
666 170 63
101 582 -995
12 151 72
219 111 307
243 421 430
56 227 -26
329 749 872
528 320 613
784 20 580
299 674 871
402 797 86
79 362 -411
269 135 661
256 863 495
345 341 197
393 544 -953
539 86 -540
482 434 -264
577 373 694
717 710 -726
84 344 -692
273 615 286
909 380 -797
861 722 324
596 82 659
906 335 581
249 575 911
430 771 971
503 296 326
866 789 -541
229 757 806
473 14 -206
213 167 -214
775 311 -155
69 544 -888
616 490 785
531 418 -460
344 654 -513
542 311 -19
165 532 418
909 917 195
444 301 739
356 852 -469
138 362 -757
387 287 -525
713 631 -394
300 421 308
750 535 -676
529 369 799
346 497 571
864 118 -264
512 864 366
679 409 148
380 14 388
841 791 -577
326 341 -393
21 219 -591
713 908 95
52 830 -924
85 469 -667
256 877 -998
343 197 562
403 340 861
169 695 -565
131 866 470
637 798 485
873 880
661 16 769
735 447 -747
594 30 844
735 679 -816
538 667 796
351 216 -15
235 565 114
270 490 -224
215 146 434
415 697 -966
433 292 531
807 373 -535
421 262 -884
493 839 669
465 99 452
866 277 839
824 434 566
70 1 448
689 404 -769
161 690 208
346 535 -518
702 357 123
334 820 -619
275 358 625
11 803 -411
421 522 -842
563 62 767
657 778 772
615 558 399
234 587 876
39 158 389
579 577 122
868 507 -385
390 574 392
39 378 718
760 490 -531
136 602 -645
537 518 -83
202 103 -418
281 708 826
591 675 141
311 762 -996
482 707 -204
10 788 -334
844 230 -240
457 241 -829
196 715 142
38 497 -339
391 311 311
170 757 469
207 742 641
622 141 -111
238 254 470
703 872 -520
11 768 -342
274 303 -257
404 844 802
554 515 -504
467 563 891
399 334 -373
476 365 527
228 579 -368
530 539 985
96 60 -537
484 515 -689
452 232 427
189 469 -66
716 746 -405
389 570 -42
378 227 -205
798 596 -134
43 138 -810
861 625 447
303 766 -179
841 586 196
203 175 31
776 700 952
49 754 -50
213 822 704
425 353 -966
467 29 -629
419 696 -906
100 155 -243
696 658 395
6 491 -863
751 605 -673
345 393 -554
245 485 -713
116 238 -366
802 41 916
132 143 -536
305 871 -688
721 831 -283
853 160 425
631 518 -781
181 70 -473
245 166 -66
38 752 -91
291 415 206
586 678 -171
721 296 380
282 279 984
149 864 765
198 324 -881
663 809 609
548 723 -847
23 526 -340
502 795 -221
382 530 935
393 106 -341
67 159 509
274 608 -961
681 201 275
520 760 823
702 807 298
751 798 470
497 701 390
99 159 -932
192 160 719
465 836 837
387 234 -52
838 803 -320
55 686 255
346 353 621
170 404 877
766 485 219
215 640 -361
59 583 383
33 575 -38
818 651 84
654 255 747
493 203 509
423 335 -184
108 148 -371
829 540 170
195 806 785
546 91 -979
865 169 -335
688 566 -749
321 818 -435
865 407 632
140 564 -17
15 630 -78
477 449 90
592 195 -705
96 414 393
798 350 824
308 722 948
522 532 -263
551 345 264
75 288 26
583 249 -461
375 78 860
242 194 -348
523 790 -44
20 853 -273
217 67 876
253 587 -570
839 106 901
608 214 -644
657 513 -371
88 172 -608
617 476 535
827 639 -475
688 778 470
804 145 -486
237 392 -477
24 165 629
764 137 -980
733 262 -521
381 287 -94
581 419 631
656 596 121
227 669 523
630 204 249
343 764 771
29 750 810
617 201 -874
359 753 -597
78 111 312
820 611 -531
589 392 -175
223 628 126
484 803 -921
627 391 340
866 783 -714
757 14 492
145 303 471
297 51 708
795 397 -751
26 298 796
750 510 501
378 545 437
645 450 -130
243 98 826
243 346 -153
832 344 276
115 208 827
871 643 -499
319 821 -351
79 524 -451
369 94 903
753 794 -42
715 363 -492
396 728 -684
494 193 825
119 293 -173
836 765 181
305 394 -133
646 543 670
739 412 -164
398 124 586
74 231 590
173 356 315
212 308 -555
142 283 -234
320 661 487
752 717 -931
577 618 55
48 37 -800
212 201 -845
278 371 -64
313 560 161
710 733 -5
339 108 843
56 487 -283
791 60 843
774 606 571
488 716 -82
419 694 163
246 306 -490
732 245 350
262 482 -409
746 354 356
675 754 -626
345 235 -700
567 310 256
415 387 -953
741 131 -710
302 398 -917
3 513 97
505 111 -589
733 287 -878
216 105 113
455 431 829
489 115 412
5 60 816
871 538 -47
53 856 901
409 414 -498
108 501 33
164 16 -609
322 804 -252
467 707 -247
675 468 797
608 640 971
54 802 132
770 488 697
508 392 -441
666 460 722
245 227 838
90 775 -452
549 50 -716
646 21 940
524 216 297
329 759 381
162 240 -356
387 871 589
778 632 329
818 838 -180
406 758 -471
764 814 680
577 756 318
163 419 -634
839 176 -301
469 791 234
56 322 350
534 483 -958
581 663 990
479 695 -921
199 853 762
63 169 112
618 460 -256
779 13 -925
574 417 263
690 368 -735
747 856 3
780 586 320
541 112 847
128 239 -775
554 275 850
720 506 233
181 173 333
251 715 804
296 500 -982
639 313 267
88 610 -554
281 476 -780
294 155 120
162 525 -737
150 229 229
212 319 502
458 779 102
346 763 884
605 863 720
585 56 -893
124 205 -297
540 569 -934
289 160 425
695 86 -377
731 40 162
681 544 232
712 143 910
296 359 849
431 825 -978
431 490 269
166 698 247
615 514 929
85 31 -934
353 576 273
648 207 -553
251 247 898
530 485 109
861 257 17
502 436 -763
97 715 -62
505 640 -759
823 845 -840
268 823 372
305 92 -941
529 554 -150
541 50 685
541 317 857
57 463 -474
71 782 841
160 502 -721
499 730 659
291 348 803
479 546 698
795 498 -26
611 448 761
647 432 -787
858 798 -689
478 862 530
741 611 643
448 834 -242
332 825 346
75 672 276
745 262 677
674 769 134
109 115 -995
155 266 354
33 507 444
459 186 -380
359 124 -131
654 571 -479
687 63 873
620 414 845
570 648 -224
802 666 -980
479 150 -966
518 667 -988
654 83 231
622 117 -822
668 70 163
408 546 220
643 565 -425
688 770 -444
112 841 626
439 651 -868
105 570 -872
288 841 -137
766 673 -121
499 834 -690
829 360 153
148 661 897
56 483 -35
475 853 557
614 600 957
734 401 894
734 652 423
797 730 460
277 384 731
741 382 362
167 342 397
789 549 -481
695 866 -179
223 602 696
455 815 -822
653 134 -22
58 755 -229
565 832 -234
591 49 281
730 486 -185
767 151 -292
491 573 -518
288 94 -30
716 503 -993
202 495 -215
224 558 909
97 171 978
623 541 403
10 29 -47
216 765 270
567 550 -822
348 446 -378
16 249 -18
252 681 129
744 219 694
215 678 914
664 81 -659
446 2 178
92 643 -20
640 171 -334
516 180 504
502 785 687
348 767 424
550 142 172
469 400 -896
109 778 1
628 318 119
547 714 403
430 70 -439
731 189 722
775 741 -977
554 192 -172
476 158 -938
141 453 -889
95 5 506
369 160 -423
576 352 -394
438 232 425
223 590 785
594 171 -30
153 548 -466
616 396 -631
264 616 205
595 351 24
24 363 662
538 92 -993
556 810 357
655 760 599
694 867 -719
822 280 417
278 252 537
433 117 -484
846 51 655
314 130 -523
93 297 680
661 482 287
442 65 294
854 435 -553
512 646 683
283 610 -919
387 63 -496
601 290 116
647 668 715
721 751 -670
676 336 -192
714 212 -471
810 375 -723
438 15 -80
147 14 689
155 117 981
53 655 -350
610 397 273
386 451 621
792 120 -49
239 160 185
665 711 321
487 290 -569
88 404 144
193 206 754
525 176 -470
279 806 -559
632 740 -93
190 705 -297
868 189 -485
669 831 -827
427 590 57
19 612 -606
95 806 687
422 751 685
797 85 245
768 111 -155
828 618 525
734 537 181
778 219 -433
103 121 927
841 468 730
234 212 0
9 65 713
145 803 -342
432 454 745
792 184 309
649 282 120
551 357 969
421 255 902
182 425 568
222 555 -855
13 2 3
431 502 393
785 385 -597
804 11 -137
666 58 518
451 565 -652
320 810 -796
13 810 -824
439 14 593
806 658 -563
359 568 553
115 690 -99
600 794 -723
69 10 791
827 101 -308
509 852 -711
268 202 -573
11 647 89
46 541 603
459 538 -240
673 82 -687
785 644 -1
730 166 58
2 16 -818
230 816 643
182 629 -932
597 507 418
507 675 622
752 22 824
380 821 386
22 115 295
833 511 503
323 464 762
376 567 -904
820 550 960
623 785 -909
496 510 -876
465 663 873
39 51 -556
53 714 -487
64 794 611
106 470 649
589 491 830
542 28 681
577 721 134
231 135 855
772 486 -709
556 15 -309
867 801 -381
128 33 -42
673 364 -839
843 429 542
763 181 777
648 770 806
139 811 -225
401 607 -407
786 57 158
31 140 439
421 66 -174
19 122 -559
533 838 665
825 661 -347
367 514 897
719 15 229
783 685 -596
259 541 -451
380 680 -402
378 47 1000
587 80 322
309 811 283
66 513 126
713 710 -197
497 748 -177
314 123 844
478 254 346
552 698 -767
75 35 -890
711 458 416
598 717 -259
358 475 -407
390 226 -839
585 784 -591
689 167 890
831 634 360
827 850 615
493 228 -975
779 607 -225
172 623 258
26 448 -910
196 669 -167
843 325 -31
819 16 504
176 636 616
828 80 -14
78 612 -74
646 2 -511
744 65 739
254 32 -713
828 843 603
807 589 955
817 469 687
662 292 -825
400 22 -515
838 682 584
232 353 -870
494 664 -830
323 330 -621
848 580 315
110 606 -185
608 468 -744
629 579 290
184 574 -560
189 721 704
42 852 -11
87 776 797
845 520 186
105 443 836
796 84 345
269 64 982
149 318 -882
309 66 905
789 687 -349
479 383 -846
517 191 245
151 49 -110
378 523 336
129 533 -860
406 833 50
458 868 226
525 469 -625
450 442 515
485 279 779
247 103 -123
522 606 697
559 240 -827
19 328 663
284 674 214
361 267 766
234 271 -458
175 244 -395
514 535 836
743 439 355
303 292 769
869 409 -798
340 461 437
224 500 578
92 798 -895
604 127 -171
341 128 362
428 526 -309
124 505 869
340 465 -798
206 760 987
425 282 -883
494 307 697
523 558 -983
863 505 -8
664 600 -867
466 451 189
474 595 -101
709 429 242
357 264 796
268 495 267
334 41 -659
169 788 -242
486 648 878
649 716 19
303 134 446
607 162 89
600 821 -535
303 181 285
111 538 -324
367 492 733
826 164 638
233 213 -115
74 252 -805
852 782 43
557 841 -353
159 821 935
712 680 -93
494 646 -920
599 742 -728
4 670 816
758 691 70
393 20 -955
744 459 256
419 598 665
60 813 72
811 124 722
802 85 424
222 311 45
534 220 917
369 421 28
83 101 909
95 146 -605
691 296 -780
823 727 618
582 642 -817
579 482 157
758 250 -215
780 64 838
86 597 -318
522 103 544
138 708 -762
691 404 778
459 133 -232
116 516 -285
859 806 326
317 48 -447
300 478 -585
246 579 524
421 231 285
7 170 -415
515 748 -576
793 832 881
393 776 -613
116 136 -732
745 172 899
363 681 863
638 677 17
226 67 -586
292 752 -853
294 750 140
752 492 -31
280 330 992
113 85 -307
513 870 -446
250 185 -773
52 836 396
216 835 415
855 91 364
853 530 -534
806 696 158
851 148 -647
760 462 -74
720 465 122
160 618 259
606 638 -59
695 314 906
342 741 556
381 872 -290
610 473 -213
693 546 553
595 276 557
86 313 642
275 102 -142
194 255 -228
718 760 88
115 368 545
328 836 -549
327 343 59
839 570 623
196 444 -215
562 188 392
807 475 -561
87 563 -37
78 663 -225
864 764 -911
826 306 169
334 871 -957
136 656 -589
478 184 406
185 256 628
511 348 986
329 526 -42
129 195 574
826 238 -80
57 716 987
806 141 -148
672 512 220
382 599 60
368 619 329
26 839 466
77 249 812
88 3 821
301 6 -522
720 593 -723
489 40 -474
507 748 535
465 537 171
535 99 684
354 189 18
235 649 -865
586 386 973
637 729 -192
810 365 -455
300 487 128
214 49 427
28 717 13
628 292 580
634 785 -700
507 59 -232
812 498 429
193 839 436
506 129 -920
642 528 462
510 148 751
564 734 865
383 4 893
699 301 983
380 592 101
81 409 -364
452 523 -700
432 233 615
165 392 -191
274 703 -947
840 424 -301
753 151 665
6 239 52
791 645 752
733 830 -534
417 498 -800
37 688 141
806 860 340
331 517 490
423 366 -582
249 294 859
758 695 116
30 440 361
865 500 573
162 721 898
496 778 616
434 1 735
474 95 704
302 591 -668
445 350 -945
540 867 -765
19 647 -526
804 253 422
526 201 -17
598 839 293
665 621 -249
698 98 -329
389 292 -803
718 143 -342
303 760 -297
797 19 -164
123 267 -33
650 649 143
401 40 11
176 792 340
546 691 -502
543 838 543
603 403 253
296 683 392
40 368 360
226 673 -78
186 614 -186
839 477 -121
297 586 139
385 755 849
93 812 342
461 703 -494
857 28 -708
205 341 976
549 627 -170
388 392 -425
784 295 -35
678 16 -14
729 626 797
417 341 -327
525 213 766
313 246 -591
845 696 -593
557 178 301
655 666 952
501 748 887
57 562 540
740 394 478
445 122 -836
595 76 645
732 381 268
507 576 -793
403 386 335
203 554 -364
768 51 606
233 539 -488
154 100 58
772 458 -807
250 522 -982
866 895
482 206 -531
523 244 389
271 78 468
703 573 -951
110 134 329
655 664 911
560 499 -181
74 278 583
691 52 516
207 340 -165
292 660 -131
699 534 -135
226 198 -494
84 483 -950
248 562 882
502 733 -878
139 805 987
323 782 80
121 347 427
55 262 427
43 39 -622
785 690 -619
374 261 -411
182 375 566
749 857 354
761 108 429
226 838 -497
12 342 118
121 477 -597
53 510 533
461 294 -196
617 768 188
143 83 -304
384 324 632
425 399 -335
466 226 -669
620 423 -985
784 455 405
282 1 900
66 816 292
103 548 -600
597 107 -672
520 236 466
17 808 805
725 793 -101
117 830 1
255 10 -530
504 625 -411
488 499 -881
535 343 -702
285 415 -808
634 251 528
862 561 -834
99 155 90
237 279 -211
654 758 -878
681 50 -186
304 281 -163
687 30 -264
764 730 -340
461 76 965
52 683 763
153 277 505
8 84 -510
614 766 561
548 677 -328
15 144 -565
523 401 145
549 44 -681
794 405 567
594 311 385
332 591 -206
415 317 -332
320 829 366
251 464 126
215 790 -569
439 568 256
199 324 -845
279 808 -227
351 195 -27
147 8 964
864 863 434
227 347 -731
416 382 -693
343 165 216
15 709 -71
673 326 113
299 635 219
822 522 -813
637 428 290
407 853 513
342 636 -271
620 541 -645
100 445 545
380 263 111
241 178 -279
810 317 -590
609 705 122
731 623 -591
46 776 363
790 411 -690
195 114 -2
752 408 -804
806 708 -753
411 295 909
167 849 60
672 367 -502
138 826 929
403 447 197
684 474 -630
830 338 585
449 152 -85
684 765 -880
54 276 -669
756 209 -575
748 472 -686
798 172 118
261 264 190
710 156 864
166 611 754
542 230 -949
89 643 -29
495 379 -92
440 308 675
169 850 -971
824 381 639
57 99 270
683 693 259
15 805 576
480 317 -945
632 460 -231
128 431 84
718 807 531
347 545 852
619 711 -324
294 843 685
247 843 -719
348 369 247
606 683 890
652 533 -962
183 319 -333
444 407 184
793 489 -931
227 628 519
117 650 66
273 63 -981
185 663 -610
858 670 179
574 773 -316
727 582 476
601 706 -49
483 48 -387
571 282 -353
480 568 -891
844 293 -33
716 524 369
820 843 170
50 773 91
407 385 465
676 701 -265
552 465 578
62 605 -978
638 509 -942
49 386 497
830 396 -311
159 18 -294
194 174 418
66 338 -17
724 451 193
309 739 541
426 824 -462
191 134 638
855 29 -139
508 30 383
595 96 4
93 811 -712
451 403 -253
312 503 694
47 753 -458
177 544 998
646 40 -568
346 860 -557
413 449 -500
608 772 4
773 510 515
720 679 -868
714 860 400
703 866 -29
52 832 -625
714 366 -897
473 812 401
652 502 -883
434 676 -21
750 711 36
238 667 93
543 861 -979
194 864 -466
212 706 398
858 168 -290
262 781 -142
786 474 -380
599 205 -196
101 432 686
317 400 -735
2 344 547
134 411 197
338 630 423
609 703 76
468 391 -824
192 634 935
797 6 124
77 536 269
433 421 -929
332 691 -418
524 172 -751
353 781 -912
347 427 -926
855 384 118
797 651 -811
328 56 -822
372 431 682
766 439 746
143 731 408
149 348 166
243 809 525
689 642 -460
576 493 -939
798 254 368
622 537 -813
668 673 524
371 10 157
835 310 168
288 842 24
371 170 -704
142 238 -109
595 551 -605
825 37 -808
741 107 -266
148 29 218
161 730 773
570 652 -859
719 144 290
866 106 923
268 811 982
191 274 721
182 679 -19
632 191 440
90 438 -229
266 167 -805
276 428 510
306 710 236
478 609 753
634 222 959
386 635 363
229 584 -635
675 72 74
379 676 -946
773 835 723
716 224 -907
76 301 -989
413 218 807
7 93 290
384 120 301
490 344 362
266 239 998
2 828 825
9 768 -749
408 259 -758
247 366 -789
573 809 -795
725 75 -466
411 31 -279
382 144 -672
699 271 911
578 231 -343
363 37 -76
790 444 531
213 591 189
748 351 -603
146 167 194
213 295 -15
866 854 831
198 264 -779
22 582 304
341 769 101
253 21 -973
273 292 -865
633 672 973
287 286 908
40 819 -545
839 122 -243
538 55 800
439 490 -287
301 166 -499
685 833 -879
306 433 660
533 185 428
39 687 -728
281 694 614
804 209 45
823 840 875
267 112 173
325 765 -555
635 119 -210
509 474 -130
106 568 -715
21 382 -450
390 153 137
135 502 -216
503 717 -895
728 194 -915
362 702 580
477 45 368
317 457 -370
359 694 120
404 607 -813
521 51 959
611 134 696
157 290 233
179 230 71
75 471 -702
819 85 -114
209 546 -942
468 832 -451
692 319 278
454 647 319
669 47 613
709 253 472
370 352 651
414 480 -40
638 777 -326
621 425 -122
240 478 61
721 464 101
119 494 -508
279 751 33
396 694 -67
814 480 668
17 418 -454
42 477 -582
161 291 825
215 402 -444
8 650 744
560 547 50
756 784 879
327 135 773
714 545 -384
263 14 -54
557 629 -954
122 538 -736
245 291 104
696 650 -661
288 562 51
257 764 -184
323 253 807
415 863 -152
646 354 -795
735 173 -400
383 762 924
100 398 -530
657 685 -912
209 71 605
332 50 917
328 736 -448
765 635 -338
296 121 483
823 626 -324
480 364 90
290 78 -626
621 19 -947
784 550 918
324 253 510
601 493 -924
856 844 -245
288 244 812
192 254 77
534 805 72
15 443 -202
439 352 -626
198 433 -827
718 749 -293
768 732 479
191 824 -593
12 333 -415
204 184 -420
619 181 -657
151 41 940
586 442 226
750 379 -745
458 169 611
132 775 -946
821 284 -695
732 649 -315
96 799 -818
463 423 642
764 67 819
164 312 -87
805 67 -355
8 256 -577
198 291 749
57 283 663
362 414 676
529 6 -595
765 111 823
334 38 -336
730 497 926
418 102 81
567 671 970
14 545 784
179 456 552
85 302 717
423 692 -623
555 93 -254
55 327 -6
458 834 -811
416 262 752
628 470 211
726 380 -212
212 252 21
584 534 -197
47 585 -460
793 561 168
636 468 378
607 772 -524
586 6 -748
48 844 449
808 717 860
100 855 -243
516 207 -842
464 79 -513
206 123 -135
799 375 -839
13 45 -91
508 59 221
695 277 -390
5 452 -774
736 429 -677
797 266 402
368 506 -678
816 858 -216
635 311 193
112 659 -832
239 260 570
436 142 196
196 365 40
797 748 -932
18 514 654
203 523 253
589 418 -385
614 693 -300
702 589 934
855 601 805
332 743 -3
683 298 564
605 380 955
254 387 670
747 744 -582
76 405 976
559 302 -155
798 781 -162
65 749 -303
785 88 -759
80 325 933
51 478 622
17 238 -50
651 679 524
799 263 -871
571 489 -796
823 522 -721
829 611 750
755 693 32
253 706 -499
676 805 -586
141 593 -629
290 387 -616
508 639 -446
829 265 -318
145 100 733
684 583 192
401 356 72
163 665 262
178 684 -157
508 87 200
206 698 -41
23 614 741
709 299 631
489 293 649
347 609 -492
406 823 449
136 627 150
387 358 171
807 369 -174
419 301 736
172 859 970
225 814 777
812 588 875
268 73 -826
319 791 -490
763 68 -30
278 267 -795
620 655 557
329 799 -278
321 164 -621
30 219 -111
748 738 858
853 41 -130
171 614 484
703 378 -200
602 376 -123
653 822 211
739 533 -310
39 623 -271
682 116 943
227 836 -776
861 583 -69
284 856 569
814 143 621
286 254 243
317 313 -650
850 428 -585
329 201 900
715 341 192
141 314 -634
540 14 703
765 290 445
672 596 -508
837 678 934
661 172 263
32 21 -825
429 785 335
841 200 -524
260 452 -778
547 728 450
619 785 -159
272 366 -521
670 56 537
175 9 615
647 549 -594
601 467 -793
263 501 -900
766 196 460
822 779 -548
98 866 -264
753 575 745
96 158 -326
294 373 -934
710 372 134
351 601 530
166 336 791
137 229 953
667 440 115
311 52 258
599 99 486
205 66 -399
716 635 111
54 662 -596
90 733 -90
699 554 -783
34 606 933
808 752 990
751 406 -22
382 8 -298
9 128 116
66 12 540
611 72 -499
614 604 -794
527 574 652
73 469 -984
731 392 -421
36 706 533
823 692 -647
164 241 -260
468 864 396
273 359 -698
146 24 -722
558 79 -747
617 38 -700
471 368 -853
748 421 891
192 495 988
40 806 -668
541 512 806
549 221 98
628 323 400
536 690 -996
75 825 996
42 8 719
820 318 176
662 463 298
524 394 -183
828 292 -641
195 417 -768
194 157 550
576 685 -561
331 731 326
207 573 617
429 506 -504
332 737 -833
469 559 -381
20 772 330
675 703 -220
384 155 -63
794 221 572
800 24 119
54 417 631
109 72 -291
255 410 497
112 504 -348
766 316 -636
133 257 -336
214 772 756
165 381 614
261 640 528
580 864 638
455 705 -543
592 490 -119
117 36 -341
290 145 -688
73 46 -903
414 714 939
310 455 -635
549 507 -799
685 456 -592
828 253 109
162 354 -919
470 199 -454
549 310 183
399 477 -471
437 574 -787
686 764 -993
79 296 827
716 760 -555
196 699 -714
863 333 -491
305 796 703
92 219 902
770 600 150
256 329 -386
428 278 928
203 707 -62
319 187 557
803 377 -872
117 677 -209
399 431 538
678 159 583
719 815 -529
791 331 -283
417 381 -479
49 115 549
320 392 943
161 118 744
394 485 -122
795 864 868
181 793 149
459 224 21
34 679 -543
580 746 -90
812 256 -819
684 559 765
834 300 -783
786 129 -843
398 635 -934
282 623 241
641 813 -811
190 774 -236
297 185 -772
779 528 4
401 303 -375
529 454 781
345 77 357
397 253 279
206 70 -242
458 735 -372
771 809 389
250 42 -30
737 573 -318
668 356 169
439 641 -371
336 482 -891
312 794 801
344 375 985
758 822 -613
83 448 -652
140 161 842
459 215 106
49 447 -401
128 49 -965
587 449 998
606 467 -798
287 137 283
228 426 -222
751 750 399
604 300 -637
262 675 89
110 313 853
733 163 970
366 716 519
485 463 674
618 625 -995
737 111 462
725 414 -584
343 419 804
218 151 912
157 250 -664
385 51 312
746 22 898
534 827 672
32 670 535
378 734 91
277 29 360
185 230 -753
224 159 -206
295 377 -652
229 125 -939
178 791 -997
198 729 -477
863 184 170
575 509 339
674 667 301
640 187 977
813 635 188
366 133 -501
138 9 -678
51 518 29
360 192 -255
103 360 -94
190 753 122
127 844 -461
470 531 705
603 561 -793
647 315 767
702 410 694
723 154 -558
238 405 809
608 396 -171
155 150 108
775 217 895
541 400 930
767 756 -269
622 621 -217
626 684 375
97 176 942
302 325 461
357 173 -613
322 592 890
246 769 11
822 598 362
495 466 333
383 665 -205
495 596 -542
718 306 376
113 799 -602
380 737 -854
802 418 -385
815 16 -961
110 92 -915
376 10 -82
418 81 43
774 476 -535
739 683 -323
179 186 -504
200 242 897
438 593 -609
527 178 -566
173 130 -650
36 355 206
39 746 -880
849 385 -508
206 388 270
510 718 -135
735 182 -187
423 655 -732
332 493 -324
671 271 26
757 348 -437
442 31 -669
151 415 359
596 176 478
482 547 665
246 197 -719
134 74 96
99 649 -263
808 549 -623
585 503 -641
833 404 -866
542 264 228
28 362 -562
477 192 -589
842 247 213
428 19 -700
740 83 668
692 70 -934
669 194 923
635 825 -863
679 46 523
224 305 882
210 22 767
490 680 864
520 627 -352
130 251 749
415 6 -619
177 58 129
668 366 -450
524 388 -717
141 496 533
307 677 870
8 52 -129
443 411 2
260 850 932
667 440 868
78 689 -839
288 169 -135
74 365 426
751 692 -315
577 243 -485
27 9 540
702 748 226
428 615 -233
25 244 -197
272 9 235
813 268 96
838 179 584
484 40 -633
127 595 -778
479 412 -727
653 129 645
864 397 -158
522 732 -771
458 304 399
422 195 -216
799 562 -351
505 546 574
786 570 994
36 604 683
219 198 303
625 679 435
545 596 392
211 777 71
524 739 2
731 708 -563
277 591 40
823 858 -720
636 326 -739
775 759 322
558 193 347
5 67 -738
644 72 -155
9 136 -512
253 422 608
661 399 216
790 451 382
238 502 -514
510 826 -740
428 612 -393
51 304 -537
215 441 317
541 138 -346
19 14 -329
828 787 174
330 449 277
427 608 -606
54 237 541
437 308 -444
84 124 602
430 669 -820
757 207 359
496 670 32
719 479 229
588 613 -743
611 341 -148
608 408 424
692 141 342
267 497 -462
793 76 909
205 400 479
356 447 -414
146 430 601
255 249 -90
449 668 -147
612 785 -538
587 306 -252
302 138 -190
666 96 -391
273 418 -373
632 46 731
327 131 485
339 510 536
499 342 -434
801 359 -197
825 213 594
847 54 967
245 573 -11
356 642 822
350 722 709
569 378 -146
850 879
220 358 39
644 269 381
397 506 -425
95 296 -188
387 223 -595
421 433 -207
690 11 255
209 64 -278
270 415 680
166 496 997
722 321 -273
168 655 -248
838 647 116
588 279 -82
44 583 609
139 678 684
678 38 -878
492 735 866
738 788 654
168 813 882
282 395 -129
113 94 -50
337 313 565
55 413 562
772 322 350
6 244 74
335 120 -737
530 466 469
634 841 102
579 210 -218
729 355 -458
678 764 741
54 644 259
612 220 27
374 165 623
163 846 966
452 591 -587
604 272 358
135 262 -249
558 76 23
710 666 47
738 359 111
105 90 -35
359 344 -537
541 724 491
394 780 -15
339 553 760
424 430 -437
215 213 298
89 222 252
792 529 199
209 485 -40
621 207 211
318 56 -61
395 470 -586
455 253 569
722 463 701
368 839 750
833 406 -357
348 543 -719
165 388 -472
596 433 732
823 487 630
11 68 -973
514 196 96
668 437 249
795 692 -358
251 349 88
186 290 225
693 196 37
837 98 -704
5 141 520
62 593 -311
587 417 -31
729 515 776
638 502 45
791 737 235
132 429 331
203 822 36
598 506 105
713 674 507
474 484 -424
392 768 -248
85 475 -658
546 524 -933
11 190 -478
611 351 -769
485 100 577
632 518 463
246 462 -564
646 277 -920
206 792 -270
466 430 856
378 835 -472
411 775 796
755 566 414
846 530 48
73 753 996
701 174 489
403 578 706
612 206 38
291 28 745
224 516 979
98 621 369
695 186 130
441 333 870
588 753 -107
824 521 623
759 173 -703
791 777 751
569 511 88
828 241 875
172 198 -222
492 209 -556
574 782 256
829 134 -466
321 433 631
433 632 653
591 317 -938
315 140 -420
195 544 22
844 63 759
454 624 -621
228 610 -188
485 251 -76
378 519 374
454 215 -511
251 613 272
625 693 260
197 834 -440
409 732 -851
778 467 -763
651 408 -236
296 835 816
253 286 937
683 608 959
35 287 -991
809 733 -596
687 416 -564
626 122 -178
451 590 442
774 834 300
478 290 -698
849 625 329
323 467 278
140 407 324
480 53 569
73 165 809
385 769 145
94 724 -658
315 465 -307
443 162 506
207 432 -45
332 194 3
572 241 -183
216 439 -262
433 486 269
332 403 -44
409 9 152
473 758 185
540 245 664
674 126 940
409 306 -449
659 543 539
728 552 -713
480 128 -653
646 495 -156
821 732 -291
674 809 357
728 173 183
351 349 316
791 830 101
505 581 96
710 783 -312
553 418 606
141 206 374
749 375 -321
542 419 -353
765 457 280
645 63 531
633 449 -580
511 335 -727
135 473 -807
477 488 -711
254 794 -495
832 299 550
189 212 833
195 743 787
562 466 466
398 279 254
775 82 -657
478 368 -295
344 830 594
78 714 531
617 798 46
65 241 -537
534 298 -909
833 760 499
657 61 31
526 488 792
74 575 691
119 648 -78
579 350 -185
850 731 580
722 664 139
758 225 -369
368 578 202
703 692 -374
381 805 -945
833 567 -517
320 788 176
824 628 -279
684 367 300
782 17 455
282 220 -49
202 277 -140
100 597 -988
262 596 -673
191 526 339
735 208 -822
283 849 -547
518 745 -664
162 624 -467
448 620 -758
725 69 685
493 563 -982
471 735 -192
231 588 -49
205 588 42
377 15 -201
297 471 -44
557 52 783
272 698 -99
702 147 -717
191 749 957
787 239 -18
289 80 570
519 735 924
846 66 -237
87 532 226
115 162 -209
614 709 -582
71 796 946
682 604 779
354 98 -387
602 699 550
178 476 967
513 33 -158
601 195 -323
123 640 -803
119 272 -705
274 208 731
620 771 -410
681 817 -550
514 160 900
495 799 153
833 304 -938
751 71 50
195 180 -210
267 109 -658
522 544 232
243 64 -870
361 165 322
115 475 103
726 754 -222
550 262 -470
170 27 -575
574 439 -978
348 641 -710
200 475 300
430 52 261
25 358 957
450 657 974
272 355 -835
530 172 687
235 578 768
